acceptance_id,module_id,phase,assertion,fixture,execution,expected_result,status,build_id,environment,evidence,reviewer
M22-AC03,M22,P2/P3,同一风险模型版本和输入得到同一评分。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,同一风险模型版本和输入得到同一评分。,NOT_RUN,,,,
M22-AC04,M22,P2/P3,被建议跳过的必测用例仍保留在发布闸门。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,被建议跳过的必测用例仍保留在发布闸门。,NOT_RUN,,,,
M22-AC05,M22,P2/P3,构建数据过旧时显示失效状态，不给出虚假的实时建议。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,构建数据过旧时显示失效状态，不给出虚假的实时建议。,NOT_RUN,,,,
M23-AC01,M23,P3,重复同步同一离线包不会重复生成运行和证据。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,重复同步同一离线包不会重复生成运行和证据。,NOT_RUN,,,,
M23-AC02,M23,P3,离线期间被撤权的用户不能在联网后直接写入旧结果。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,离线期间被撤权的用户不能在联网后直接写入旧结果。,NOT_RUN,,,,
M23-AC03,M23,P3,两台设备同时修改同一运行步骤产生冲突而非静默覆盖。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,两台设备同时修改同一运行步骤产生冲突而非静默覆盖。,NOT_RUN,,,,
M23-AC04,M23,P3,篡改包 manifest 或附件哈希会被拒绝。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,篡改包 manifest 或附件哈希会被拒绝。,NOT_RUN,,,,
M23-AC05,M23,P3,离线期满后禁止新执行，历史未同步证据可按隔离流程处理。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,离线期满后禁止新执行，历史未同步证据可按隔离流程处理。,NOT_RUN,,,,
M24-AC01,M24,P0/P3,空值、空字符串、日期和多选字段在两环境有相同约定行为。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,空值、空字符串、日期和多选字段在两环境有相同约定行为。,NOT_RUN,,,,
M24-AC02,M24,P0/P3,旧过滤表达式注入不能绕过项目隔离。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,旧过滤表达式注入不能绕过项目隔离。,NOT_RUN,,,,
M24-AC03,M24,P0/P3,分页连续读取没有漏项和重复项，排序稳定。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,分页连续读取没有漏项和重复项，排序稳定。,NOT_RUN,,,,
M24-AC04,M24,P0/P3,原调用程序认证、写入、附件及错误处理均通过。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,原调用程序认证、写入、附件及错误处理均通过。,NOT_RUN,,,,
M24-AC05,M24,P0/P3,未实现的旧接口返回明确不支持结果，不伪造成功。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,未实现的旧接口返回明确不支持结果，不伪造成功。,NOT_RUN,,,,
M25-AC01,M25,P0/P3,32 位和 64 位样本在对应环境可安装、枚举对象和释放连接。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,32 位和 64 位样本在对应环境可安装、枚举对象和释放连接。,NOT_RUN,,,,
M25-AC02,M25,P0/P3,原脚本的事件顺序、错误返回和字段写入副作用符合冻结契约。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,原脚本的事件顺序、错误返回和字段写入副作用符合冻结契约。,NOT_RUN,,,,
M25-AC03,M25,P0/P3,恶意脚本不能突破配置的进程及网络边界。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,恶意脚本不能突破配置的进程及网络边界。,NOT_RUN,,,,
M25-AC04,M25,P0/P3,兼容组件卸载后不破坏原厂客户端合法安装。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,兼容组件卸载后不破坏原厂客户端合法安装。,NOT_RUN,,,,
M25-AC05,M25,P0/P3,零修改兼容声明均有真实旧程序、版本和运行日志证据。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,零修改兼容声明均有真实旧程序、版本和运行日志证据。,NOT_RUN,,,,
M26-AC01,M26,P2/P3,签名后修改正文或附件会造成新版本，旧签名不被自动沿用。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,签名后修改正文或附件会造成新版本，旧签名不被自动沿用。,NOT_RUN,,,,
M26-AC02,M26,P2/P3,重放签名挑战被拒绝。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,重放签名挑战被拒绝。,NOT_RUN,,,,
M26-AC03,M26,P2/P3,管理员不能通过普通业务接口修改或删除审计历史。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,管理员不能通过普通业务接口修改或删除审计历史。,NOT_RUN,,,,
M26-AC04,M26,P2/P3,迁入签名显示原始来源与可验证程度，不伪装成本站原生签署。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,迁入签名显示原始来源与可验证程度，不伪装成本站原生签署。,NOT_RUN,,,,
M26-AC05,M26,P2/P3,证据包内容被篡改后校验失败，可定位受影响对象。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,证据包内容被篡改后校验失败，可定位受影响对象。,NOT_RUN,,,,
M27-AC01,M27,P3,未启用 AI 的项目不会发起模型调用。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,未启用 AI 的项目不会发起模型调用。,NOT_RUN,,,,
M27-AC02,M27,P3,恶意需求文本中的“忽略权限”指令不能获取其他项目数据。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,恶意需求文本中的“忽略权限”指令不能获取其他项目数据。,NOT_RUN,,,,
M27-AC03,M27,P3,生成内容只能进入草稿，不能直接批准发布或完成运行。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,生成内容只能进入草稿，不能直接批准发布或完成运行。,NOT_RUN,,,,
M27-AC04,M27,P3,预算耗尽或模型故障不影响原生业务流程。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,预算耗尽或模型故障不影响原生业务流程。,NOT_RUN,,,,
M27-AC05,M27,P3,评价集结果及人工复核记录随模型升级一并保存。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,评价集结果及人工复核记录随模型升级一并保存。,NOT_RUN,,,,
M28-AC01,M28,P2/P3,支持包中不出现明文密钥、令牌和未批准的业务附件。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,支持包中不出现明文密钥、令牌和未批准的业务附件。,NOT_RUN,,,,
M28-AC02,M28,P2/P3,高风险参数修改需要指定权限且可回溯。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,高风险参数修改需要指定权限且可回溯。,NOT_RUN,,,,
M28-AC03,M28,P2/P3,诊断重建任务中断后可恢复，不产生不一致索引。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,诊断重建任务中断后可恢复，不产生不一致索引。,NOT_RUN,,,,
M28-AC04,M28,P2/P3,并发授权按租约释放，崩溃会话不会永久占用额度。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,并发授权按租约释放，崩溃会话不会永久占用额度。,NOT_RUN,,,,
M28-AC05,M28,P2/P3,许可证故障不直接删除历史数据或审计证据。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,许可证故障不直接删除历史数据或审计证据。,NOT_RUN,,,,
M29-AC01,M29,P0/P1/P2/P3/P4,所有跨租户负向测试通过，无可接受的“已知越权”。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,所有跨租户负向测试通过，无可接受的“已知越权”。,NOT_RUN,,,,
M29-AC02,M29,P0/P1/P2/P3/P4,生产日志和支持包的密钥扫描无发现。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,生产日志和支持包的密钥扫描无发现。,NOT_RUN,,,,
M29-AC03,M29,P0/P1/P2/P3/P4,高危漏洞或过期风险例外阻止发布。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,高危漏洞或过期风险例外阻止发布。,NOT_RUN,,,,
M29-AC04,M29,P0/P1/P2/P3/P4,节点凭据泄露后可单独撤销且不会影响其他节点身份。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,节点凭据泄露后可单独撤销且不会影响其他节点身份。,NOT_RUN,,,,
M29-AC05,M29,P0/P1/P2/P3/P4,SBOM 与发布镜像摘要一致，能追溯依赖来源。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,SBOM 与发布镜像摘要一致，能追溯依赖来源。,NOT_RUN,,,,
M30-AC01,M30,P2/P4,指定数据和负载下生成完整分位延迟、错误及资源报告。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,指定数据和负载下生成完整分位延迟、错误及资源报告。,NOT_RUN,,,,
M30-AC02,M30,P2/P4,主应用实例退出时请求按目标恢复且不会重复业务写入。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,主应用实例退出时请求按目标恢复且不会重复业务写入。,NOT_RUN,,,,
M30-AC03,M30,P2/P4,随机抽取数据库与附件恢复后，基线和运行哈希校验一致。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,随机抽取数据库与附件恢复后，基线和运行哈希校验一致。,NOT_RUN,,,,
M30-AC04,M30,P2/P4,升级回退不会丢失升级后新增记录或隐藏数据不兼容。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,升级回退不会丢失升级后新增记录或隐藏数据不兼容。,NOT_RUN,,,,
M30-AC05,M30,P2/P4,连续运行测试无持续内存增长、租约泄漏和无法恢复的队列堆积。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,连续运行测试无持续内存增长、租约泄漏和无法恢复的队列堆积。,NOT_RUN,,,,
M31-AC01,M31,P1/P2/P4,各角色在真实试点环境独立完成规定流程。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,各角色在真实试点环境独立完成规定流程。,NOT_RUN,,,,
M31-AC02,M31,P1/P2/P4,UAT 失败用例均有关联缺陷和重新验证证据。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,UAT 失败用例均有关联缺陷和重新验证证据。,NOT_RUN,,,,
M31-AC03,M31,P1/P2/P4,上线审批具备恢复演练、迁移对账及安全结论。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,上线审批具备恢复演练、迁移对账及安全结论。,NOT_RUN,,,,
M31-AC04,M31,P1/P2/P4,已知差异由业务验收人签署并明确对全量声明的影响。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,已知差异由业务验收人签署并明确对全量声明的影响。,NOT_RUN,,,,
M31-AC05,M31,P1/P2/P4,运维接手后能够独立备份、恢复、定位告警和轮换凭据。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,运维接手后能够独立备份、恢复、定位告警和轮换凭据。,NOT_RUN,,,,
M32-AC01,M32,P4,全部 MUST 项的证据链接存在且对应实际版本。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,全部 MUST 项的证据链接存在且对应实际版本。,NOT_RUN,,,,
M32-AC02,M32,P4,任一关键范围项标为未验收时，全量验收脚本必须失败。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,任一关键范围项标为未验收时，全量验收脚本必须失败。,NOT_RUN,,,,
M32-AC03,M32,P4,发行包可由独立环境重建并匹配构建清单。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,发行包可由独立环境重建并匹配构建清单。,NOT_RUN,,,,
M32-AC04,M32,P4,新客户定制没有未经审批进入已冻结全量版本。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,新客户定制没有未经审批进入已冻结全量版本。,NOT_RUN,,,,
M32-AC05,M32,P4,维护计划明确人员、预算、升级频率和目标产品兼容矩阵。,按模块定义的授权黄金样本,将断言转换为可复跑步骤并提交测试代码；观察模块期望行为及失败路径,维护计划明确人员、预算、升级频率和目标产品兼容矩阵。,NOT_RUN,,,,
