scope_id,module_id,target_behavior,basis,classification,priority,phase,work_package,acceptance_ids,target_version,approval,status,evidence
SC-M12-05,M12,实现收藏、最近访问、待办、保存视图及分享视图；分享的是查询定义，不是原创建者的数据权限。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2,M12-T05,M12-AC01;M12-AC02;M12-AC03;M12-AC04;M12-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M12-06,M12,提供导入导出与通知失败队列、人工重试和配额；限流区分用户任务与关键业务写入，避免大导出拖垮主库。,原创工程设计；以 P0 实机盘点为准,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2,M12-T06,M12-AC01;M12-AC02;M12-AC03;M12-AC04;M12-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M13-01,M13,将表单表现、服务端命令校验、状态转换及异步动作分层；服务端命令是最终权威，不执行来自用户的任意 SQL、系统命令或不受限 eval。,R04,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2,M13-T01,M13-AC01;M13-AC02;M13-AC03;M13-AC04;M13-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M13-02,M13,定义规则输入输出契约及可用函数白名单；表达式仅访问已授权的数据视图，设置时间、内存、递归和结果大小限制。,R04,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2,M13-T02,M13-AC01;M13-AC02;M13-AC03;M13-AC04;M13-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M13-03,M13,流程使用草稿、校验、发布、停用生命周期；每次业务操作保存 workflow_revision，正在执行的流程固定旧版本或经显式迁移。,R04,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2,M13-T03,M13-AC01;M13-AC02;M13-AC03;M13-AC04;M13-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M13-04,M13,实现规则模拟器：输入脱敏样本并展示命中条件、字段变化和被拒原因；多条规则冲突必须有确定优先级和循环检测。,R04,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2,M13-T04,M13-AC01;M13-AC02;M13-AC03;M13-AC04;M13-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M13-05,M13,审批、通知和外部调用通过异步任务执行，业务事务内只持久化意图；重试不得重复审批或重复触发外部副作用。,R04,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2,M13-T05,M13-AC01;M13-AC02;M13-AC03;M13-AC04;M13-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M13-06,M13,建立旧 VBScript 事件清单和语义映射，交给 M25 的兼容轨；不得将语法转换器等同于事件行为一致。,R04,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2,M13-T06,M13-AC01;M13-AC02;M13-AC03;M13-AC04;M13-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M14-01,M14,资产采用稳定身份加不可变修订；维护检出人、租约及乐观版本，基线只能引用已发布或明确策略允许的修订。,R03,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2,M14-T01,M14-AC01;M14-AC02;M14-AC03;M14-AC04;M14-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M14-02,M14,在一致性事务内解析库范围和依赖闭包，捕获实体、关系及资源修订清单；长任务不能分批查询最新值拼凑“同一时刻”快照。,R03,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2,M14-T02,M14-AC01;M14-AC02;M14-AC03;M14-AC04;M14-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M14-03,M14,冻结清单后异步生成包并校验对象版本存在性，完成才将 baseline 标为 READY；失败基线不可被执行或签批。,R03,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2,M14-T03,M14-AC01;M14-AC02;M14-AC03;M14-AC04;M14-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M14-04,M14,按身份、修订及关系比较基线，输出新增、删除、修改和依赖差异；为大快照提供分页和可下载差异报告。,R03,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2,M14-T04,M14-AC01;M14-AC02;M14-AC03;M14-AC04;M14-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M14-05,M14,测试集固定基线时先生成影响预览；原产品某些固定/清除行为会删除运行历史，独立产品默认保存历史并登记为兼容差异，严格兼容模式须单独审批。,R03,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2,M14-T05,M14-AC01;M14-AC02;M14-AC03;M14-AC04;M14-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M14-06,M14,实现基线引用保护、归档和恢复验证；跨项目库导入由 M20 处理来源映射及合并冲突，不直接共享可变记录。,R03,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2,M14-T06,M14-AC01;M14-AC02;M14-AC03;M14-AC04;M14-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M15-01,M15,建立指标字典，至少定义需求覆盖、测试设计、执行进度、通过率、缺陷年龄及重开率；每项写清粒度、分母、过滤器与更新时间。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2,M15-T01,M15-AC01;M15-AC02;M15-AC03;M15-AC04;M15-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M15-02,M15,构建业务视图语义层，字段来自受控元数据；视图查询只能使用白名单联接路径及行数限制，禁止任意 SQL 访问主库。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2,M15-T02,M15-AC01;M15-AC02;M15-AC03;M15-AC04;M15-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M15-03,M15,实现仪表盘组件及钻取；显示统计时间和最终一致性水位，缓存键包含权限版本、作用域、基线及指标版本。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2,M15-T03,M15-AC01;M15-AC02;M15-AC03;M15-AC04;M15-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M15-04,M15,跨项目查询先求授权项目交集，再聚合；字段定义相同名称不同含义时须显式映射，不自动混合。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2,M15-T04,M15-AC01;M15-AC02;M15-AC03;M15-AC04;M15-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M15-05,M15,实现 Excel/CSV 输出、定时报表与模板；文件包含生成时间、口径和数据范围；原 Excel 插件二进制兼容单列到 M25。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2,M15-T05,M15-AC01;M15-AC02;M15-AC03;M15-AC04;M15-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M15-06,M15,使用黄金数据集手工计算期望，再对 SQL、图表和导出三方核对；大规模分析可拆只读库或分析存储但保留血缘。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2,M15-T06,M15-AC01;M15-AC02;M15-AC03;M15-AC04;M15-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M16-01,M16,定义 Runner Adapter SPI：validate、prepare、start、poll、cancel、collect；每个适配器声明支持系统、引擎版本、参数、许可证和结果语义。,R02；具体引擎接口须 P0 逐项验证,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2,M16-T01,M16-AC01;M16-AC02;M16-AC03;M16-AC04;M16-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M16-02,M16,执行节点使用一次性注册令牌换取短期证书或受限凭据；能力标签仅在管理员审核后参与调度，任务参数不允许任意越权命令。,R02；具体引擎接口须 P0 逐项验证,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2,M16-T02,M16-AC01;M16-AC02;M16-AC03;M16-AC04;M16-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M16-03,M16,调度器以原子领取和租约分配任务，生成 fencing_token；旧租约的心跳及结果拒收，重试产生新 attempt 而不是覆盖旧 attempt。,R02；具体引擎接口须 P0 逐项验证,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2,M16-T03,M16-AC01;M16-AC02;M16-AC03;M16-AC04;M16-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M16-04,M16,节点在隔离工作目录准备资产，按白名单启动进程或容器；保存任务 ID 与本地进程映射，实现可恢复取消、超时及断线续传。,R02；具体引擎接口须 P0 逐项验证,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2,M16-T04,M16-AC01;M16-AC02;M16-AC03;M16-AC04;M16-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M16-05,M16,结果分块带序号和哈希，去重后归档；区分测试失败、基础设施失败和未知状态，未知副作用任务禁止自动重复执行。,R02；具体引擎接口须 P0 逐项验证,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2,M16-T05,M16-AC01;M16-AC02;M16-AC03;M16-AC04;M16-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M16-06,M16,先接入 JUnit XML 结果与一种可用开源执行器，再接入合法授权的 UFT/LoadRunner 等目标清单；真正执行引擎能力不计为本平台已自研。,R02；具体引擎接口须 P0 逐项验证,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P1/P2,M16-T06,M16-AC01;M16-AC02;M16-AC03;M16-AC04;M16-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M17-01,M17,建模执行机、设备、环境、资源池、并发槽和维护窗口；资源状态来自心跳但可由管理员禁用，禁用优先于空闲报告。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2,M17-T01,M17-AC01;M17-AC02;M17-AC03;M17-AC04;M17-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M17-02,M17,预订采用半开时间区间和事务冲突约束；同时校验项目配额、许可证额度与设备独占条件，不先查空闲再无锁写入。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2,M17-T02,M17-AC01;M17-AC02;M17-AC03;M17-AC04;M17-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M17-03,M17,调度支持指定时间、依赖完成、构建健康及业务条件；依赖图检查环，时间使用 IANA 时区并明确夏令时重复或缺失时段策略。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2,M17-T03,M17-AC01;M17-AC02;M17-AC03;M17-AC04;M17-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M17-04,M17,实现公平队列、优先级、资源标签匹配与最大等待时间；项目高优先级不允许越过其他项目隔离及许可限制。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2,M17-T04,M17-AC01;M17-AC02;M17-AC03;M17-AC04;M17-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M17-05,M17,处理节点故障、维护、预订取消和排程变更；运行中回收资源须先完成取消握手或隔离，避免同一设备同时执行两个任务。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2,M17-T05,M17-AC01;M17-AC02;M17-AC03;M17-AC04;M17-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M17-06,M17,加入资源利用率、排队时长、调度拒绝原因和许可证占用审计，定期对账幽灵租约与实际运行。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2,M17-T06,M17-AC01;M17-AC02;M17-AC03;M17-AC04;M17-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M18-01,M18,建立连接器清单：GitHub、Jenkins、Jira、Azure DevOps、消息协作、测试工具及已授权许可服务；每个连接器冻结版本、方向、字段所有权和最低权限。,R01、R02,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M18-T01,M18-AC01;M18-AC02;M18-AC03;M18-AC04;M18-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M18-02,M18,外部凭据交给密钥管理，连接测试只执行无副作用读操作；Webhook 校验签名、时间窗与重放 ID，记录 inbox 后立即应答。,R01、R02,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M18-T02,M18-AC01;M18-AC02;M18-AC03;M18-AC04;M18-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M18-03,M18,双向同步使用 external_mapping 和各侧修订；定义字段主权及人工冲突队列，禁止用最后写入静默覆盖全部字段。,R01、R02,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M18-T03,M18-AC01;M18-AC02;M18-AC03;M18-AC04;M18-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M18-04,M18,关联需求/缺陷、提交、拉取请求、构建与部署；使用稳定外部 ID，不通过模糊文本匹配直接建立确定关系。,R01、R02,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M18-T04,M18-AC01;M18-AC02;M18-AC03;M18-AC04;M18-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M18-05,M18,实现速率限制、指数退避、死信、游标回补和全量对账；外部删除通过 tombstone 及审批传播，避免连锁删除历史证据。,R01、R02,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M18-T05,M18-AC01;M18-AC02;M18-AC03;M18-AC04;M18-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M18-06,M18,为 LoadRunner 项目定义独立执行任务及结果摘要协议：ALM 存索引和质量结论，性能平台存采样及大体量时序数据。,R01、R02,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M18-T06,M18-AC01;M18-AC02;M18-AC03;M18-AC04;M18-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M19-01,M19,在授权范围内只读提取项目设置、字段、身份映射、业务对象、修订、关系、附件与历史；接口不提供的数据标记不可提取并安排合法替代证据，不直接改原库。,R02、R03,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P1/P2/P3,M19-T01,M19-AC01;M19-AC02;M19-AC03;M19-AC04;M19-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M19-02,M19,使用带 source_system、source_project、source_type、source_id、source_revision 的规范中间格式；每条记录和文件计算哈希，源时间与迁入时间分开存。,R02、R03,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P1/P2/P3,M19-T02,M19-AC01;M19-AC02;M19-AC03;M19-AC04;M19-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M19-03,M19,先迁元数据及用户映射，再迁稳定身份、修订、资产和关系，最后迁运行、基线、签名来源；失败项隔离，检查点只在目标提交后推进。,R02、R03,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P1/P2/P3,M19-T03,M19-AC01;M19-AC02;M19-AC03;M19-AC04;M19-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M19-04,M19,映射键建立唯一约束；重放采用幂等 upsert 或显式创建规则。用户离职映射到历史身份，不能把全部历史作者改为迁移管理员。,R02、R03,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P1/P2/P3,M19-T04,M19-AC01;M19-AC02;M19-AC03;M19-AC04;M19-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M19-05,M19,增量捕获不能只依赖 update_time：使用稳定水位加 ID 并设置重叠窗口；删除及关系变化通过官方变更信息或周期全量对账补齐。,R02、R03,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P1/P2/P3,M19-T05,M19-AC01;M19-AC02;M19-AC03;M19-AC04;M19-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M19-06,M19,执行两次演练后按停写、排空任务、最后增量、数量/哈希/关系/指标对账、业务签字顺序切换；新系统开始写入后的回滚须有反向增量或数据冻结恢复策略。,R02、R03,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P1/P2/P3,M19-T06,M19-AC01;M19-AC02;M19-AC03;M19-AC04;M19-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M20-01,M20,项目模板包含字段、列表、角色、规则、流程及布局修订；项目绑定指定模板版本，本地扩展保存在独立覆盖层。,R03、R04,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M20-T01,M20-AC01;M20-AC02;M20-AC03;M20-AC04;M20-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M20-02,M20,模板升级先计算原模板、本地配置、新模板三方差异；共享字段重名、类型冲突和权限收紧必须显式解决。,R03、R04,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M20-T02,M20-AC01;M20-AC02;M20-AC03;M20-AC04;M20-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M20-03,M20,资产库导入保存源基线、源实体 ID、本地实体 ID 及上次同步修订；跨项目共享不等于共享同一可变数据库行。,R03、R04,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M20-T03,M20-AC01;M20-AC02;M20-AC03;M20-AC04;M20-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M20-04,M20,合并时分别比较正文、步骤、参数、资源和关系；存在双侧修改时生成冲突队列，保留双方版本供人工选择。,R03、R04,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M20-T04,M20-AC01;M20-AC02;M20-AC03;M20-AC04;M20-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M20-05,M20,模板脚本与项目脚本的调用顺序按目标兼容矩阵验证；新平台继承规则另有明确语义，不混淆两种执行模式。,R03、R04,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M20-T05,M20-AC01;M20-AC02;M20-AC03;M20-AC04;M20-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M20-06,M20,实现脱离模板、撤销共享、归档源项目与再同步测试；撤销访问不物理销毁已经依法保留的运行证据。,R03、R04,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M20-T06,M20-AC01;M20-AC02;M20-AC03;M20-AC04;M20-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M21-01,M21,分别建模组件、流程、业务测试及其版本；组件可以是手工或自动化，输入/输出参数具有类型、默认值和可见范围。,R11,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P3,M21-T01,M21-AC01;M21-AC02;M21-AC03;M21-AC04;M21-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M21-02,M21,实现图形及表格编辑器，支持组件排序、流程嵌套、参数绑定、数据迭代；保存时校验依赖环及未定义参数。,R11,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P3,M21-T02,M21-AC01;M21-AC02;M21-AC03;M21-AC04;M21-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M21-03,M21,将流程编译为确定的执行图和 manifest，固定所有组件修订与资产；迭代变量作用域不能在并行实例之间泄露。,R11,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P3,M21-T03,M21-AC01;M21-AC02;M21-AC03;M21-AC04;M21-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M21-04,M21,实现逐组件结果、子步骤证据、失败传播和可配置继续策略；不能把一个复杂业务测试压成无明细的总 PASS。,R11,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P3,M21-T04,M21-AC01;M21-AC02;M21-AC03;M21-AC04;M21-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M21-05,M21,支持手工用例转换为手工组件以及复用差异分析；原产品对已被引用组件的删除限制等行为纳入兼容测试。,R11,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P3,M21-T05,M21-AC01;M21-AC02;M21-AC03;M21-AC04;M21-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M21-06,M21,单列 Packaged Apps Kit、学习/变更检测和外部自动化工具依赖；若属于冻结范围，必须开发适配并完成实机验收，不能以普通流程编排冒充完成。,R11,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P3,M21-T06,M21-AC01;M21-AC02;M21-AC03;M21-AC04;M21-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M22-01,M22,建立业务流程模型及节点映射，不默认把 BPMN 文件作为任意代码执行；导入前禁用 XML 外部实体并检查大小与深度。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M22-T01,M22-AC01;M22-AC02;M22-AC03;M22-AC04;M22-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M22-02,M22,支持目标清单要求的 BPMN 元素、图形布局及需求关联；未支持元素保留原始表示并明确提示，不静默丢弃。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M22-T02,M22-AC01;M22-AC02;M22-AC03;M22-AC04;M22-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M22-03,M22,风险模型定义业务影响、失败概率和测试投入等输入，采用可解释且版本化的评分规则；分值是项目约定，不是客观事实。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M22-T03,M22-AC01;M22-AC02;M22-AC03;M22-AC04;M22-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M22-04,M22,接入构建健康、变更范围与历史缺陷，生成建议测试集合；展示命中原因、排除原因和数据时间，不自动取消必测用例。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M22-T04,M22-AC01;M22-AC02;M22-AC03;M22-AC04;M22-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M22-05,M22,将模型节点覆盖与需求覆盖关联但分别统计；模型版本变化标记需重新确认的测试关系。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M22-T05,M22-AC01;M22-AC02;M22-AC03;M22-AC04;M22-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M22-06,M22,提供建议预览、人工批准、实际效果评估和规则回退；不能因 AI 或风险评分自动宣布质量达标。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P2/P3,M22-T06,M22-AC01;M22-AC02;M22-AC03;M22-AC04;M22-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M23-01,M23,先盘点 Web、桌面及 QoT 使用场景，形成客户端差异矩阵；原厂客户端直接连接属于 M25 兼容，不由 PWA 自动满足。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P3,M23-T01,M23-AC01;M23-AC02;M23-AC03;M23-AC04;M23-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M23-02,M23,打包指定测试实例、manifest、必要附件和有限离线授权；包绑定项目、用户、设备、公钥、有效期及服务端签名。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P3,M23-T02,M23-AC01;M23-AC02;M23-AC03;M23-AC04;M23-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M23-03,M23,本地操作使用 operation_id、设备序号和基础版本记录；优先采用受支持的系统密钥存储，浏览器环境明确防护边界和退出清理。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P3,M23-T03,M23-AC01;M23-AC02;M23-AC03;M23-AC04;M23-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M23-04,M23,同步时逐项认证、校验包完整性与服务端当前授权、去重并应用；区分过期、撤权、已结束运行和步骤冲突，不以最后写入覆盖。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P3,M23-T04,M23-AC01;M23-AC02;M23-AC03;M23-AC04;M23-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M23-05,M23,冲突界面提供本地与服务端版本、证据和可选处理，人工合并生成新的审计事件；无法验证授权的上传隔离而非直接生效。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P3,M23-T05,M23-AC01;M23-AC02;M23-AC03;M23-AC04;M23-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M23-06,M23,提供丢失设备撤销、离线包到期和数据清理策略；明确设备断网期间无法远程保证立即擦除已缓存数据。,R01,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P3,M23-T06,M23-AC01;M23-AC02;M23-AC03;M23-AC04;M23-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M24-01,M24,为每个目标版本登记项目 REST 与站点管理 REST 的资源、认证、会话、字段名、分页、排序、过滤和错误格式，不仅记录路径。,R02,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P3,M24-T01,M24-AC01;M24-AC02;M24-AC03;M24-AC04;M24-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M24-02,M24,设计独立反腐层，把旧字段及状态映射到原生命令；权限、校验和审计仍通过原生业务服务，不绕过核心直接写库。,R02,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P3,M24-T02,M24-AC01;M24-AC02;M24-AC03;M24-AC04;M24-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M24-03,M24,实现旧查询语法解析器与参数化查询翻译，拒绝未知操作符并限制成本；空值、日期、大小写和集合语义分别建立测试。,R02,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P3,M24-T03,M24-AC01;M24-AC02;M24-AC03;M24-AC04;M24-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M24-04,M24,兼容会话具有隔离存储、过期和撤销机制；旧 Cookie 或连接对象不能赋予超过原用户的权限。,R02,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P3,M24-T04,M24-AC01;M24-AC02;M24-AC03;M24-AC04;M24-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M24-05,M24,构建双环境差分测试，去除明确非确定字段后比较状态码、头、响应体、分页边界、错误及实际持久化影响。,R02,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P3,M24-T05,M24-AC01;M24-AC02;M24-AC03;M24-AC04;M24-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
SC-M24-06,M24,按客户样本及官方接口清单逐项关闭差异；标为零修改兼容的调用必须由原调用程序执行，不能只用新编写客户端验收。,R02,INITIAL_ENGINEERING_SCOPE,MUST_CANDIDATE_PENDING_G0,P0/P3,M24-T06,M24-AC01;M24-AC02;M24-AC03;M24-AC04;M24-AC05,UNCONFIRMED,NOT_APPROVED,PLANNED,
